Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HP,HR,JH,JK,KL,KA,LA,LD,ML,MN,MP,MH,MZ,NL,OR,PB,PY,RJ,SK,TN,TR,TG,UP,UT,UN,WB
16-Nov-20,2020-11-16,Deceased,451,0,13,0,1,5,2,26,0,0,99,1,5,8,19,4,8,19,12,4,0,1,3,2,60,1,1,16,22,0,12,2,17,2,3,21,9,0,53
17-Nov-20,2020-11-17,Confirmed,38548,17,1395,36,242,513,136,1721,3,0,6396,154,1125,584,2450,261,572,5792,1336,70,0,85,159,922,2732,48,163,644,515,72,2194,27,1652,77,952,1420,429,0,3654
17-Nov-20,2020-11-17,Recovered,44753,17,2293,56,357,749,160,1718,1,0,4421,191,1116,574,2614,343,568,6620,2100,83,0,283,233,848,5123,38,37,1315,265,131,1834,7,2314,76,1602,1838,440,0,4388
17-Nov-20,2020-11-17,Deceased,472,0,9,0,2,5,2,19,0,0,99,4,7,12,25,3,7,27,16,1,0,1,1,10,68,0,0,17,30,0,11,1,18,0,3,19,3,0,52
18-Nov-20,2020-11-18,Confirmed,45366,19,1236,41,169,734,145,2048,8,0,7486,162,1281,661,2562,251,574,6419,1791,60,0,76,110,1209,5011,37,178,868,798,56,2178,29,1714,73,948,2346,420,0,3668
18-Nov-20,2020-11-18,Recovered,48675,15,1696,71,210,601,89,1816,0,0,6901,178,1274,518,2142,280,580,7066,1947,66,0,59,194,918,6608,61,58,1303,651,194,1721,38,2311,119,1607,2529,425,0,4429
18-Nov-20,2020-11-18,Deceased,586,0,9,0,3,7,1,23,0,0,131,3,8,13,30,3,9,28,21,0,0,1,6,13,100,0,1,15,31,0,12,3,18,0,5,29,9,0,54
19-Nov-20,2020-11-19,Confirmed,46185,11,1316,31,175,794,155,2149,2,0,7546,136,1340,796,2212,230,560,5722,1849,91,0,109,230,1363,5535,32,94,868,782,68,2549,32,1707,105,1058,2532,386,0,3620
19-Nov-20,2020-11-19,Recovered,45246,20,1821,85,267,681,130,1472,0,0,6685,157,1113,704,2156,264,565,6860,1800,14,0,60,172,887,5860,45,52,1019,510,102,1844,36,2251,106,1440,1690,388,0,3990
19-Nov-20,2020-11-19,Deceased,582,0,11,1,0,8,1,26,0,0,98,0,7,12,20,3,5,26,26,1,0,1,0,14,154,0,0,17,15,1,15,0,19,0,4,39,5,0,53
20-Nov-20,2020-11-20,Confirmed,46283,13,1221,25,164,495,150,1842,9,0,6608,152,1420,588,3104,185,661,6028,1781,73,0,173,200,1528,5640,28,148,757,818,52,2762,23,1688,75,894,2840,512,0,3626
20-Nov-20,2020-11-20,Recovered,48968,10,1829,70,151,661,133,1427,1,0,8775,198,1040,726,2508,189,539,6398,2181,124,0,84,189,917,6945,40,97,1101,492,101,1993,52,2173,112,1057,2220,585,0,3850
20-Nov-20,2020-11-20,Deceased,564,0,10,0,2,3,1,19,0,0,118,2,7,11,25,2,4,28,17,1,0,2,1,9,155,0,2,16,16,0,14,1,18,1,4,20,5,0,50
21-Nov-20,2020-11-21,Confirmed,45301,14,1160,36,223,278,119,2284,1,0,5879,116,1515,915,2666,175,608,5772,1781,79,0,117,270,1700,5760,66,66,778,672,63,3007,59,1663,75,925,2235,585,0,3639
21-Nov-20,2020-11-21,Recovered,44055,20,1765,67,193,462,102,1420,1,0,6963,147,1271,657,2466,333,564,6719,1799,113,0,78,193,899,4088,57,33,1011,592,82,1963,32,2133,116,1367,2097,458,0,3794
21-Nov-20,2020-11-21,Deceased,499,0,7,0,2,4,3,22,0,0,111,3,9,18,25,6,2,25,20,2,0,2,1,11,62,0,1,17,23,0,16,0,18,1,3,24,8,0,53
22-Nov-20,2020-11-22,Confirmed,44404,10,1121,24,86,385,80,1748,4,0,6746,78,1495,627,2279,137,564,5254,1704,73,0,70,382,1798,5753,40,103,638,679,45,3260,31,1655,48,873,2557,466,0,3591
22-Nov-20,2020-11-22,Recovered,41405,12,1631,35,175,606,119,995,4,0,6154,167,1167,644,2235,273,579,6227,1537,55,0,99,205,1212,4060,48,66,905,497,88,2004,41,2010,95,1296,2187,251,0,3726
22-Nov-20,2020-11-22,Deceased,510,0,11,0,1,5,2,19,0,0,121,2,13,19,25,5,5,27,13,2,0,2,3,13,50,0,2,15,19,0,17,3,19,0,4,35,9,0,49
23-Nov-20,2020-11-23,Confirmed,37441,15,545,31,169,412,98,2061,4,0,4454,75,1487,454,2663,219,351,3757,1509,6,0,58,250,1701,4153,13,75,668,711,25,3232,14,1624,19,602,2053,376,0,3557
23-Nov-20,2020-11-23,Recovered,42195,13,1390,64,131,480,72,1514,3,0,7216,104,1234,785,2567,303,608,5425,1645,74,0,57,356,1120,3729,33,38,913,731,57,2288,61,1904,90,1015,2060,428,0,3687
23-Nov-20,2020-11-23,Deceased,481,0,10,0,1,6,3,14,0,0,121,0,17,22,28,3,12,22,24,1,0,0,2,10,30,0,2,17,17,0,18,1,17,3,3,23,7,0,47
24-Nov-20,2020-11-24,Confirmed,44245,11,1085,52,157,653,79,1829,0,0,6224,167,1510,948,2329,233,431,5420,1870,83,0,57,290,1766,5439,50,79,642,608,51,3314,41,1557,59,921,2217,528,0,3545
24-Nov-20,2020-11-24,Recovered,37765,11,1447,55,121,746,66,919,3,0,4943,85,1286,463,1943,191,495,5149,1949,84,0,59,151,1112,4086,95,50,648,439,39,2214,31,1910,27,1097,2032,173,0,3646
24-Nov-20,2020-11-24,Deceased,489,0,8,0,1,6,2,21,0,0,109,2,16,12,33,2,10,24,17,4,0,0,2,11,30,0,0,14,22,0,19,2,17,1,4,33,18,0,49
25-Nov-20,2020-11-25,Confirmed,44699,10,831,30,182,763,87,1877,2,0,5246,125,1540,837,2197,237,489,6491,1630,91,0,59,193,1773,6159,35,60,730,770,51,3285,42,1534,35,993,2305,482,0,3528
25-Nov-20,2020-11-25,Recovered,36582,15,1176,66,117,350,77,0,4,0,5361,61,1283,99,1972,316,570,5770,1333,56,0,37,115,996,4844,21,66,728,444,45,2144,44,1873,72,1150,1328,444,0,3605
25-Nov-20,2020-11-25,Deceased,518,0,6,0,2,4,1,16,0,0,99,4,14,13,42,3,12,26,19,3,0,0,5,14,65,0,0,16,31,0,18,0,16,0,4,29,5,0,51
26-Nov-20,2020-11-26,Confirmed,43174,5,1031,30,150,682,116,1753,1,0,5475,148,1560,931,2122,230,487,5378,1505,109,0,68,159,1668,6406,20,69,644,843,20,3180,52,1464,50,862,2094,355,0,3507
26-Nov-20,2020-11-26,Recovered,39723,12,1081,72,142,595,80,2454,3,0,4937,111,1302,913,2267,218,471,5970,1067,29,0,36,158,1199,4815,33,131,737,467,21,2179,20,1797,73,961,1518,317,0,3537
26-Nov-20,2020-11-26,Deceased,491,0,8,0,0,6,4,18,0,0,91,2,16,14,25,3,5,27,12,5,0,0,4,12,65,0,2,17,26,0,19,0,14,0,3,30,11,0,52
27-Nov-20,2020-11-27,Confirmed,41353,7,733,27,149,698,106,1879,2,0,5482,150,1607,830,2135,189,565,3966,1526,44,0,52,222,1645,6185,23,31,594,808,16,3093,37,1442,32,761,2298,530,0,3489
27-Nov-20,2020-11-27,Recovered,41177,17,1205,41,160,654,85,3985,8,0,5937,152,1388,490,2484,195,596,4544,1451,100,0,82,208,1152,4089,15,211,908,541,46,2194,40,1494,58,702,2058,391,0,3496
27-Nov-20,2020-11-27,Deceased,486,0,6,1,2,5,0,12,0,0,98,1,16,13,29,1,8,23,12,1,0,0,7,15,85,0,1,14,27,0,18,1,12,0,4,23,5,0,46
28-Nov-20,2020-11-28,Confirmed,41815,9,625,31,163,713,89,1890,0,0,4998,198,1598,650,1967,209,512,6250,1522,56,0,71,235,1634,5965,18,24,550,719,46,2765,59,1430,31,753,2152,424,0,3459
28-Nov-20,2020-11-28,Recovered,42275,10,1186,53,122,668,160,2734,4,0,6512,163,1523,270,2421,216,632,5275,2132,73,0,129,197,1317,3937,58,25,802,576,41,2178,31,1453,69,952,2527,342,0,3487
28-Nov-20,2020-11-28,Deceased,495,0,5,1,0,5,4,17,0,0,89,0,15,11,30,1,4,25,12,2,0,1,7,13,88,0,0,12,28,0,19,4,13,0,3,21,13,0,52
29-Nov-20,2020-11-29,Confirmed,39036,6,620,7,134,606,96,1273,2,0,4906,115,1564,1026,1809,198,471,5643,1291,75,0,36,161,1514,5544,17,44,518,733,33,2581,19,1459,0,805,1974,389,0,3367
29-Nov-20,2020-11-29,Recovered,45152,19,3787,41,96,537,69,1600,3,0,6325,135,1451,940,2794,214,491,5861,1530,82,0,126,198,1508,4362,15,174,707,664,72,2556,35,1471,0,948,2618,278,0,3445
29-Nov-20,2020-11-29,Deceased,444,0,7,3,1,6,2,10,0,0,68,1,16,12,26,0,5,27,15,0,0,0,10,13,85,0,0,4,15,0,18,1,9,0,4,24,8,0,54
30-Nov-20,2020-11-30,Confirmed,31179,6,381,13,159,457,67,1324,0,0,3726,159,1502,515,1604,167,370,3382,998,12,0,70,135,1383,3837,2,27,418,553,33,2677,4,1410,54,593,2015,455,0,2671
30-Nov-20,2020-11-30,Recovered,42282,13,934,47,110,547,144,2309,6,0,5824,150,1401,855,2120,288,483,6055,2209,80,0,75,165,1576,4196,59,188,809,572,52,2762,23,1456,162,1058,2472,352,0,2730
30-Nov-20,2020-11-30,Deceased,482,0,4,0,0,5,1,21,0,0,108,1,20,10,27,1,9,21,13,1,0,0,8,10,80,0,0,5,27,1,20,1,9,0,3,19,9,0,48
01-Dec-20,2020-12-01,Confirmed,36474,8,685,14,222,482,128,1893,2,0,4006,161,1477,709,1871,181,454,5375,1330,62,0,65,198,1357,4930,22,23,378,618,52,2347,42,1404,31,502,1657,473,0,3315
01-Dec-20,2020-12-01,Recovered,43208,16,1094,45,135,567,103,2164,3,0,5036,128,1547,761,2461,227,503,6151,886,76,0,158,152,1683,6290,73,108,669,812,72,3007,5,1411,34,894,2059,538,0,3340
01-Dec-20,2020-12-01,Deceased,501,0,4,0,0,4,1,31,0,0,86,2,15,21,28,5,8,26,14,2,0,1,8,10,95,1,0,5,14,1,19,1,10,0,3,27,7,0,52
02-Dec-20,2020-12-02,Confirmed,35506,5,663,24,173,680,105,1648,4,0,3944,117,1512,633,1607,206,452,6316,1440,146,0,79,147,1439,3350,22,45,480,599,59,1990,40,1428,38,565,1763,516,0,3271
02-Dec-20,2020-12-02,Recovered,40908,17,1159,32,138,636,106,1205,5,0,5329,64,1570,1027,2646,262,403,5924,983,77,0,60,219,1838,3796,12,164,660,518,65,3235,23,1398,57,925,2607,473,0,3275
02-Dec-20,2020-12-02,Deceased,526,0,7,0,2,6,3,27,0,0,82,3,14,11,32,2,6,28,16,0,0,2,2,17,111,0,0,6,21,1,19,1,11,2,1,29,13,0,51
03-Dec-20,2020-12-03,Confirmed,36574,6,664,28,165,571,75,1555,0,0,3734,124,1540,837,1635,233,582,5376,1446,68,0,51,146,1450,5182,12,29,434,756,40,2086,28,1416,39,609,1920,491,0,3246
03-Dec-20,2020-12-03,Recovered,42991,14,835,37,177,502,173,1982,1,0,4834,119,1427,544,2760,208,419,5590,894,71,0,87,235,1569,8066,63,52,629,706,27,3232,8,1413,58,873,1696,433,0,3257
03-Dec-20,2020-12-03,Deceased,541,0,11,0,2,7,3,22,0,0,82,3,13,18,32,6,10,31,13,0,0,2,3,13,115,0,0,5,20,1,20,0,14,0,3,31,12,0,49
04-Dec-20,2020-12-04,Confirmed,36711,13,599,19,169,619,111,1579,0,0,4067,94,1510,803,1602,219,544,5718,1247,41,0,62,155,1324,5229,7,22,377,724,46,1934,47,1391,33,631,1951,618,0,3206
04-Dec-20,2020-12-04,Recovered,42359,14,913,36,121,605,161,1513,2,0,4862,124,1627,578,2770,206,647,5496,877,37,0,78,273,1556,6776,35,239,642,643,62,3141,7,1426,68,802,2247,560,0,3215
04-Dec-20,2020-12-04,Deceased,511,0,6,1,2,6,3,15,0,0,73,0,18,13,19,1,12,29,13,1,0,2,1,14,127,0,1,5,20,1,19,1,15,0,2,29,10,0,52
05-Dec-20,2020-12-05,Confirmed,36010,5,630,17,157,573,98,1583,2,0,3419,115,1514,905,1557,196,501,5848,1325,108,0,97,166,1352,4922,25,35,409,636,44,2076,21,1366,24,596,1833,680,0,3175
05-Dec-20,2020-12-05,Recovered,41885,5,882,20,163,758,141,1380,1,0,4916,118,1535,945,2551,288,469,5820,1400,84,0,73,210,1449,5834,24,0,605,671,52,3198,9,1407,62,921,2230,457,0,3207
05-Dec-20,2020-12-05,Deceased,482,0,4,0,2,5,2,21,0,0,77,1,15,13,25,1,12,32,12,0,0,0,4,12,95,0,0,5,23,0,20,3,15,0,3,23,8,0,49
06-Dec-20,2020-12-06,Confirmed,33178,11,667,11,97,585,101,1229,1,0,2706,112,1455,553,1498,92,531,4777,1321,53,0,73,216,1455,4757,21,39,393,802,35,2089,26,1320,31,622,1932,424,0,3143
06-Dec-20,2020-12-06,Recovered,39078,8,914,24,84,572,60,702,1,0,4622,131,1485,520,1887,134,366,5217,889,81,0,61,193,1585,7486,17,4,570,623,62,2818,6,1398,59,993,1993,346,0,3167
06-Dec-20,2020-12-06,Deceased,390,0,9,0,4,3,2,12,0,0,69,1,17,11,24,7,4,28,10,0,0,2,7,11,40,0,1,6,10,0,20,0,16,0,2,24,4,0,46
07-Dec-20,2020-12-07,Confirmed,26227,15,316,20,166,439,86,1423,4,0,1674,90,1380,739,1392,179,280,3272,998,3,0,77,152,1452,3075,2,39,368,613,26,1927,6,1312,6,517,1453,512,0,2214
07-Dec-20,2020-12-07,Recovered,39293,7,595,48,131,679,85,1861,1,0,3818,154,1568,1106,2140,214,386,4705,1601,97,0,120,149,1390,7345,33,5,607,886,25,2664,17,1389,42,862,1861,471,0,2231
07-Dec-20,2020-12-07,Deceased,386,0,5,0,2,2,2,21,0,0,63,3,14,7,23,2,9,23,11,1,0,0,3,10,40,0,0,7,19,1,19,2,16,1,2,20,10,0,48
08-Dec-20,2020-12-08,Confirmed,32083,5,551,22,94,684,126,1467,5,0,3188,159,1325,504,1391,182,470,5032,1280,73,0,96,171,1345,4026,32,61,349,492,41,1604,13,1236,28,682,1776,632,0,2941
08-Dec-20,2020-12-08,Recovered,36583,16,744,37,102,674,82,1525,2,0,3307,146,1531,808,1557,188,524,4735,1019,42,0,113,169,1497,6365,8,8,523,792,45,2380,20,1330,15,761,2111,436,0,2971
08-Dec-20,2020-12-08,Deceased,402,0,4,0,2,3,3,15,0,0,57,0,15,14,13,0,6,31,13,1,0,2,2,11,53,0,1,6,30,0,20,0,13,0,3,23,12,0,49
09-Dec-20,2020-12-09,Confirmed,31637,5,618,24,146,690,83,1421,3,0,2463,101,1318,729,1400,191,369,4875,1279,76,0,101,138,1272,4981,9,29,386,597,28,1511,24,1232,20,721,1326,515,0,2956
09-Dec-20,2020-12-09,Recovered,37693,0,785,7,178,707,147,1146,0,0,4177,132,1550,819,1588,202,342,4647,3218,48,0,169,135,1323,5111,18,62,442,530,46,2577,19,1315,44,753,2022,425,0,3009
09-Dec-20,2020-12-09,Deceased,413,0,3,0,1,3,1,13,0,0,50,2,13,12,26,3,6,35,20,0,0,0,7,8,75,0,0,5,16,0,17,0,14,0,3,20,13,0,47
10-Dec-20,2020-12-10,Confirmed,29411,8,538,18,140,595,88,1518,0,0,1575,95,1270,773,1250,173,366,4470,1238,26,0,75,151,1319,3824,7,94,343,628,24,1592,26,1220,31,643,1662,830,0,2801
10-Dec-20,2020-12-10,Recovered,37707,5,558,42,165,442,103,1934,1,0,3307,159,1465,375,1501,220,526,4847,5076,70,0,28,96,1307,5008,8,18,458,503,18,2339,27,1302,35,805,1495,513,0,2951
10-Dec-20,2020-12-10,Deceased,411,0,2,0,1,4,1,16,0,0,61,0,12,8,26,2,8,26,12,0,0,1,0,7,70,0,1,5,27,2,15,0,17,0,2,24,12,0,49
11-Dec-20,2020-12-11,Confirmed,29961,7,520,18,127,618,92,1491,1,0,2385,104,1223,651,1065,174,434,4642,1210,41,0,59,174,1222,4268,23,32,387,543,43,1473,27,1235,21,612,1561,725,0,2753
11-Dec-20,2020-12-11,Recovered,33492,7,519,424,149,674,134,2477,3,0,2402,130,1403,770,1812,168,422,4748,1807,17,0,44,144,1347,2774,30,66,408,651,48,2768,31,1311,46,502,1875,508,0,2873
11-Dec-20,2020-12-11,Deceased,442,0,2,0,1,5,1,14,0,0,60,0,13,20,23,2,11,29,16,1,0,1,2,9,87,1,0,4,29,2,14,1,17,1,3,14,9,0,50
12-Dec-20,2020-12-12,Confirmed,30354,7,510,7,152,596,70,1632,0,0,1935,70,1204,597,1008,189,419,5949,1203,26,0,98,177,1282,4259,17,42,335,480,38,1307,26,1218,18,635,1410,728,0,2710
12-Dec-20,2020-12-12,Recovered,33087,6,665,17,118,575,92,1322,2,0,3191,144,1338,737,1365,273,430,5268,1531,60,0,50,116,1418,3949,16,64,405,654,59,2193,24,1296,35,565,1761,435,0,2913
12-Dec-20,2020-12-12,Deceased,391,0,3,0,0,5,1,16,0,0,47,2,12,10,11,0,7,32,11,0,0,1,2,9,80,0,0,4,21,0,14,0,13,1,4,31,10,0,44
13-Dec-20,2020-12-13,Confirmed,27336,13,506,9,73,500,66,1259,0,0,1984,57,1175,424,990,144,382,4698,1196,17,0,123,119,1181,3717,11,33,393,621,48,1290,22,1195,23,573,1424,490,0,2580
13-Dec-20,2020-12-13,Recovered,30640,8,613,26,117,548,114,816,0,0,2539,101,1347,740,1426,179,505,5258,2036,131,0,31,102,1278,3083,8,7,386,616,57,1468,30,1276,25,609,1770,396,0,2994
13-Dec-20,2020-12-13,Deceased,338,0,5,0,2,4,1,13,0,0,33,1,11,8,7,4,6,29,5,0,0,3,0,13,70,0,0,5,20,0,14,0,12,1,4,16,4,0,47
14-Dec-20,2020-12-14,Confirmed,21941,16,305,23,146,425,76,1615,0,0,1376,112,1120,386,993,212,246,2707,830,11,0,75,54,1058,2949,5,19,332,459,21,1250,2,1141,10,384,1172,577,0,1834
14-Dec-20,2020-12-14,Recovered,34421,8,541,37,125,635,127,1735,1,0,2854,147,1389,676,1744,201,387,4481,2164,46,0,50,980,1084,4610,25,56,389,633,50,1666,55,1203,32,631,1972,707,0,2980
14-Dec-20,2020-12-14,Deceased,354,0,2,0,1,4,1,19,0,0,60,1,11,12,16,1,3,24,10,0,0,2,2,8,60,0,1,4,21,1,13,0,14,0,3,11,6,0,43
15-Dec-20,2020-12-15,Confirmed,26251,8,500,17,142,572,62,1605,0,0,1617,92,1110,435,822,209,346,5218,1185,51,0,66,83,1073,3442,9,33,300,394,37,1045,25,1132,9,491,1336,496,0,2289
15-Dec-20,2020-12-15,Recovered,33853,7,563,21,102,624,139,2880,0,0,2343,124,1236,577,1680,211,460,5066,1594,40,0,128,141,1347,4395,24,31,392,754,47,1722,33,1210,25,596,1852,524,0,2965
15-Dec-20,2020-12-15,Deceased,384,0,5,0,1,4,2,19,0,0,41,3,11,11,18,1,10,33,11,0,0,1,3,13,70,0,0,4,19,1,13,1,10,0,3,20,11,0,45
16-Dec-20,2020-12-16,Confirmed,18172,8,478,21,97,565,67,1661,1,0,1547,91,1160,484,807,190,332,6185,1240,21,0,65,81,1079,-5914,31,26,407,330,32,1247,33,1181,24,536,1199,567,0,2293
16-Dec-20,2020-12-16,Recovered,33360,10,715,14,90,466,75,1820,4,0,2734,104,1384,1046,1452,180,415,5728,1403,110,0,66,227,1257,3887,13,23,358,573,28,2237,19,1240,30,622,1765,498,0,2767
16-Dec-20,2020-12-16,Deceased,356,0,3,0,3,3,0,10,0,0,32,3,10,12,14,3,5,27,6,0,0,2,2,8,95,0,1,5,18,1,10,2,12,2,3,15,3,0,46
17-Dec-20,2020-12-17,Confirmed,26754,10,534,29,106,588,62,1584,1,0,1363,88,1115,463,714,211,385,4969,1236,5,0,69,81,1161,3880,5,33,351,448,40,1122,8,1174,17,509,1528,620,0,2245
17-Dec-20,2020-12-17,Recovered,30891,9,498,12,124,495,105,1634,2,0,2391,89,1305,532,1257,164,395,4970,1497,46,0,70,143,1326,4358,16,78,376,629,32,1974,19,1214,32,517,1159,676,0,2747
17-Dec-20,2020-12-17,Deceased,342,0,2,0,3,5,0,11,0,0,35,3,8,10,17,3,9,27,10,0,0,0,3,9,65,0,3,5,15,0,11,1,11,0,3,20,9,0,44
18-Dec-20,2020-12-18,Confirmed,26991,9,458,8,102,535,74,1413,1,0,1418,104,1075,482,749,274,388,5456,1222,9,0,48,86,1181,3994,9,12,358,439,48,1076,33,1134,21,551,1405,580,0,2239
18-Dec-20,2020-12-18,Recovered,29879,5,534,32,85,581,122,1325,6,0,2160,116,1155,639,1164,195,464,4701,1039,32,0,148,121,1450,4467,18,5,363,483,38,1655,22,1170,42,682,1584,547,0,2729
18-Dec-20,2020-12-18,Deceased,342,0,1,0,1,4,1,7,0,0,37,2,9,9,21,1,7,23,8,1,0,0,2,11,75,0,0,4,20,1,10,1,12,0,1,16,15,0,42
19-Dec-20,2020-12-19,Confirmed,26834,6,479,18,96,712,65,1368,1,0,1139,127,1026,385,590,247,301,6293,1152,18,0,32,58,1085,3940,16,9,356,435,45,989,122,1127,26,627,1205,584,0,2155
19-Dec-20,2020-12-19,Recovered,29758,7,497,11,108,793,105,1807,2,0,2168,110,1252,390,1075,234,465,4749,2147,68,0,61,141,1410,3119,17,25,362,560,21,1259,25,1202,30,721,1544,556,0,2717
19-Dec-20,2020-12-19,Deceased,342,0,4,0,1,6,1,9,0,0,32,0,7,3,13,2,4,29,15,0,0,0,2,15,74,0,0,3,19,1,9,0,14,0,4,23,9,0,43
20-Dec-20,2020-12-20,Confirmed,24622,6,438,1,63,599,29,953,0,0,1091,88,1010,319,577,172,257,5711,1194,9,0,32,48,1069,3811,12,1,372,337,33,978,12,1114,22,592,1230,464,0,1978
20-Dec-20,2020-12-20,Recovered,25734,13,589,17,64,584,84,1426,1,0,1275,91,1190,1083,763,182,475,4471,1062,78,0,89,134,1274,2064,6,43,338,544,25,1326,38,1198,31,643,1559,347,0,2627
20-Dec-20,2020-12-20,Deceased,332,0,2,0,5,5,2,9,0,0,26,3,7,6,5,0,4,30,5,0,0,1,1,13,98,0,0,4,12,2,9,1,15,0,3,19,5,0,40
21-Dec-20,2020-12-21,Confirmed,19147,7,214,22,101,287,55,1258,0,0,803,79,960,294,553,173,232,3423,772,7,0,5,38,1035,2834,2,16,363,336,14,913,3,1071,8,316,990,448,0,1515
21-Dec-20,2020-12-21,Recovered,30250,8,422,19,93,443,101,1738,0,0,1669,108,1268,596,905,205,458,4494,1261,52,0,72,133,1290,6053,10,50,309,535,26,1365,17,1157,29,612,1397,1013,0,2342
21-Dec-20,2020-12-21,Deceased,302,1,2,1,3,6,2,18,0,0,27,2,7,9,11,1,3,27,7,1,0,0,0,9,55,0,0,3,11,1,9,0,12,2,2,16,13,0,41
22-Dec-20,2020-12-22,Confirmed,23880,5,402,5,75,497,56,1380,1,0,939,96,988,332,534,209,308,6049,1141,10,0,41,39,1005,3106,9,8,319,287,49,807,34,1052,13,617,1203,611,0,1653
22-Dec-20,2020-12-22,Recovered,27032,9,412,10,113,577,79,1548,0,0,1434,88,1209,423,662,246,281,5057,1136,49,0,43,149,1053,4122,13,50,388,624,19,1159,16,1139,34,635,1330,655,0,2270
22-Dec-20,2020-12-22,Deceased,329,0,4,0,4,4,2,13,0,0,25,2,7,4,10,3,6,27,13,0,0,0,0,12,75,0,3,4,18,2,8,0,17,0,3,12,13,0,38
23-Dec-20,2020-12-23,Confirmed,24716,3,379,12,95,640,82,1337,0,0,871,125,958,437,495,202,250,6169,958,13,0,29,104,1007,3913,8,11,364,480,34,992,22,1066,15,635,818,564,0,1628
23-Dec-20,2020-12-23,Recovered,29946,12,490,22,103,309,76,1566,0,0,1585,70,1309,594,647,204,338,4808,1206,46,0,159,102,1223,7620,14,50,304,582,44,937,2,1131,18,573,1102,547,0,2153
23-Dec-20,2020-12-23,Deceased,315,0,3,0,5,5,1,15,0,0,18,2,6,5,5,0,3,22,9,0,0,1,1,12,93,1,1,3,13,0,8,1,12,3,4,21,8,0,34
24-Dec-20,2020-12-24,Confirmed,23444,5,357,9,95,668,43,1232,2,0,1063,90,990,374,519,177,291,5177,1143,32,0,12,49,1038,3580,15,13,263,360,40,1001,32,1035,13,574,1126,436,0,1590
24-Dec-20,2020-12-24,Recovered,24555,14,355,37,105,522,50,1692,0,0,1120,88,1181,317,759,213,299,4801,1268,22,0,28,143,1118,3171,24,83,324,469,26,970,9,1120,27,384,1183,579,0,2054
24-Dec-20,2020-12-24,Deceased,337,0,4,0,4,4,1,22,0,0,37,1,8,5,7,2,7,22,1,1,0,0,3,10,89,0,0,4,17,0,8,0,12,1,2,22,11,0,32
25-Dec-20,2020-12-25,Confirmed,22349,11,355,0,61,640,36,853,2,0,758,80,910,292,408,168,284,5397,1005,14,0,29,67,1031,3431,22,5,325,316,29,1023,20,1027,9,518,1214,468,0,1541
25-Dec-20,2020-12-25,Recovered,22184,6,354,16,95,489,52,1233,0,0,1370,101,1114,623,637,176,409,4506,1102,50,0,18,74,1234,1427,12,36,406,412,44,987,23,1103,17,491,1342,271,0,1954
25-Dec-20,2020-12-25,Deceased,251,0,2,0,0,2,0,14,0,0,30,0,6,3,4,0,1,16,5,0,0,0,3,12,71,0,0,3,9,0,7,0,12,0,3,12,5,0,31
26-Dec-20,2020-12-26,Confirmed,18575,0,282,9,74,474,78,1045,1,0,655,61,890,222,392,189,249,3527,857,39,0,2,33,1006,2854,0,2,334,305,33,785,115,1019,1,317,1098,374,0,1253
26-Dec-20,2020-12-26,Recovered,21466,8,442,23,105,730,68,1764,2,0,988,87,1002,266,600,179,369,3782,964,31,0,45,84,1129,1526,10,2,371,564,26,990,15,1098,15,536,1368,416,0,1861
26-Dec-20,2020-12-26,Deceased,280,0,1,0,2,6,1,12,0,0,23,3,7,11,7,2,6,21,7,0,0,3,0,9,60,0,1,4,12,1,7,0,11,1,2,14,13,0,33
27-Dec-20,2020-12-27,Confirmed,20333,12,349,2,29,545,63,825,1,0,757,72,850,158,362,125,260,4905,911,12,0,5,53,946,3314,4,0,303,279,48,843,46,1009,11,472,900,427,0,1435
27-Dec-20,2020-12-27,Recovered,21097,9,422,26,60,703,56,1134,1,0,939,79,920,610,620,134,264,3463,1214,21,0,27,73,1160,2124,3,23,319,483,43,1168,16,1091,23,509,1391,229,0,1740
27-Dec-20,2020-12-27,Deceased,281,0,2,0,2,4,0,18,0,0,16,0,7,6,9,1,2,25,11,0,0,0,4,18,66,0,0,4,18,1,6,0,10,0,2,13,7,0,29
28-Dec-20,2020-12-28,Confirmed,16072,5,212,7,58,309,65,1188,1,0,564,105,810,242,351,152,156,3047,653,5,0,3,31,876,2498,2,14,234,263,33,798,0,1005,7,205,940,205,0,1028
28-Dec-20,2020-12-28,Recovered,24822,5,410,18,90,617,46,1901,0,0,959,91,1016,394,571,154,275,4172,1178,16,0,30,74,1090,4501,19,20,324,450,35,1206,15,1074,16,551,1585,305,0,1614
28-Dec-20,2020-12-28,Deceased,250,0,4,0,1,3,1,26,0,0,21,3,6,2,8,1,6,14,8,0,0,0,0,9,50,0,1,3,13,0,7,1,11,0,2,16,6,0,27
29-Dec-20,2020-12-29,Confirmed,20542,7,326,13,66,622,64,1134,0,0,703,112,804,214,414,230,234,5887,662,25,0,8,36,853,3018,6,6,263,210,42,626,19,957,2,397,1021,317,0,1244
29-Dec-20,2020-12-29,Recovered,26589,8,364,17,87,523,81,1607,1,0,850,116,999,552,544,203,299,5029,1344,12,0,24,43,1122,5572,17,6,383,377,34,1149,13,1065,10,627,1369,555,0,1587
29-Dec-20,2020-12-29,Deceased,285,0,2,0,2,3,0,17,0,0,28,1,7,4,10,5,4,24,4,1,0,0,5,10,68,0,0,4,10,2,6,0,12,0,2,18,6,0,30
