Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HP,HR,JH,JK,KL,KA,LA,LD,ML,MN,MP,MH,MZ,NL,OR,PB,PY,RJ,SK,TN,TR,TG,UP,UT,UN,WB
05-Aug-20,2020-08-05,Confirmed,56626,99,10128,65,2284,2701,64,295,45,0,1076,348,1073,37,752,978,559,1195,5619,58,0,22,75,652,10309,3,93,1337,841,286,1166,17,5175,122,2012,4078,246,0,2816
05-Aug-20,2020-08-05,Recovered,45583,49,8729,105,1471,1610,0,258,41,0,890,173,1046,52,734,627,388,1234,5407,37,0,9,48,650,6165,4,26,1255,452,131,1017,4,6031,50,1139,3287,386,0,2078
05-Aug-20,2020-08-05,Deceased,919,2,77,0,6,20,0,2,0,0,11,4,23,0,7,7,9,7,100,0,0,0,0,17,334,0,2,11,29,7,13,0,112,2,13,40,3,0,61
06-Aug-20,2020-08-06,Confirmed,62170,96,10328,93,2372,3416,57,523,43,0,1299,191,1034,131,755,708,499,1298,6805,3,0,51,124,830,11514,33,82,1699,1035,188,1151,29,5684,98,2092,4586,369,0,2954
06-Aug-20,2020-08-06,Recovered,50141,29,8516,35,1332,1450,62,217,36,0,1008,166,917,103,680,768,464,800,5602,13,0,6,43,838,10854,2,134,1150,716,140,1282,50,6272,68,1289,2844,194,0,2061
06-Aug-20,2020-08-06,Deceased,899,2,72,0,5,19,0,6,0,0,15,2,27,0,3,9,10,3,93,0,0,0,1,17,316,0,0,11,26,5,12,0,110,1,13,61,4,0,56
07-Aug-20,2020-08-07,Confirmed,61455,99,10171,101,2679,3646,47,388,44,0,1192,333,1074,103,751,726,473,1251,6670,19,0,16,249,734,10483,21,77,1833,1039,241,1161,25,5880,128,2207,4404,278,0,2912
07-Aug-20,2020-08-07,Recovered,50387,70,7594,81,1585,2445,43,231,41,0,1108,142,1370,89,804,897,510,814,3951,17,0,66,21,719,10906,0,5,1810,381,106,1064,53,6488,67,1136,3432,304,0,2037
07-Aug-20,2020-08-07,Deceased,936,3,89,0,6,12,3,10,0,0,23,4,22,0,9,6,13,5,100,2,0,0,2,16,300,0,1,12,22,5,10,0,119,5,12,63,10,0,52
08-Aug-20,2020-08-08,Confirmed,65156,129,10080,68,2218,3992,52,447,51,0,1404,259,1101,114,789,986,463,1420,7178,25,0,17,169,859,12822,8,31,1643,998,261,1171,6,5883,146,2256,4660,501,0,2949
08-Aug-20,2020-08-08,Recovered,52135,75,9151,104,1782,2408,52,263,51,0,1130,207,1135,127,587,834,449,1715,5006,20,0,12,1,732,11081,8,69,1544,820,140,968,11,5043,224,1091,2999,232,0,2064
08-Aug-20,2020-08-08,Deceased,875,1,97,0,8,19,1,3,0,0,16,2,23,0,7,9,10,4,93,0,0,1,1,15,275,0,0,15,23,5,11,0,118,1,14,47,5,0,51
09-Aug-20,2020-08-09,Confirmed,62117,139,10820,38,1123,3934,89,293,45,0,1300,506,1078,107,792,688,507,1211,5985,49,0,39,118,868,12248,41,93,1734,975,259,1169,6,5994,147,1982,4571,230,0,2939
09-Aug-20,2020-08-09,Recovered,54474,148,9097,52,1734,2642,32,227,28,0,1225,193,1311,100,750,673,336,970,4670,8,0,67,117,667,13348,2,11,1543,459,147,1072,80,6020,92,1669,2817,171,0,1996
09-Aug-20,2020-08-09,Deceased,1013,0,97,0,5,10,1,6,0,0,13,3,25,1,9,17,13,2,107,0,0,0,0,19,390,0,1,14,24,7,11,0,119,4,12,41,8,0,54
10-Aug-20,2020-08-10,Confirmed,53016,135,7665,76,2900,3021,80,477,62,0,707,317,1056,92,794,630,470,1184,4267,29,0,53,100,866,9181,12,230,1528,986,242,1173,44,5914,62,1256,4113,389,0,2905
10-Aug-20,2020-08-10,Recovered,47362,61,6924,110,1261,2824,100,208,50,0,1070,213,1138,24,711,750,372,784,5218,15,0,8,78,654,6711,25,69,1236,416,154,825,13,6037,267,1587,4074,167,0,3208
10-Aug-20,2020-08-10,Deceased,887,0,80,0,6,21,0,3,0,0,20,5,20,2,6,12,6,7,114,0,0,0,0,19,293,0,0,16,18,2,11,0,114,1,10,51,9,0,41
11-Aug-20,2020-08-11,Confirmed,61252,139,9024,96,2669,4071,75,360,39,0,1257,415,1118,34,798,683,564,1417,6257,53,0,27,88,843,11088,3,20,1341,1000,276,1217,3,5834,164,1896,5041,411,0,2931
11-Aug-20,2020-08-11,Recovered,56461,40,9113,42,1487,2900,11,222,41,0,727,272,1140,68,590,807,604,1426,6473,18,0,12,33,922,10014,0,12,1785,1055,177,1339,24,6005,213,1788,3865,169,0,3067
11-Aug-20,2020-08-11,Deceased,835,1,87,0,4,15,1,5,0,0,8,6,23,1,11,5,12,5,86,0,0,0,1,18,256,0,-1,12,32,2,11,0,118,1,8,56,2,0,49
12-Aug-20,2020-08-12,Confirmed,67066,136,9597,103,4593,3741,81,567,39,0,1113,480,1152,139,797,788,482,1212,7883,41,0,37,41,870,12712,25,87,1876,1020,481,1213,17,5871,110,1897,4475,454,0,2936
12-Aug-20,2020-08-12,Recovered,57759,80,6676,25,2136,3029,8,269,35,0,1021,161,977,89,612,1642,544,880,7034,19,0,7,76,643,13408,7,128,1673,422,144,1249,16,5633,182,1920,4072,217,0,2725
12-Aug-20,2020-08-12,Deceased,950,0,93,0,6,9,1,5,0,0,14,3,18,0,3,8,8,6,113,0,0,0,0,15,344,0,0,9,39,5,11,0,119,0,9,54,4,0,54
13-Aug-20,2020-08-13,Confirmed,64141,137,9996,82,2796,3906,91,478,46,0,956,570,1092,180,793,693,536,1564,6706,38,0,14,130,1014,11813,1,50,1981,1027,299,1314,1,5835,121,1931,4537,416,0,2997
13-Aug-20,2020-08-13,Recovered,54776,95,9499,59,2174,2439,53,150,38,0,913,271,1046,73,792,816,779,766,8609,8,0,30,64,596,9115,13,26,1422,627,152,171,31,5146,74,1780,4125,327,0,2497
13-Aug-20,2020-08-13,Deceased,1006,1,82,1,8,10,1,8,0,0,14,2,18,1,8,7,11,3,103,0,0,0,1,17,413,0,0,9,31,6,11,0,119,1,11,50,3,0,56
14-Aug-20,2020-08-14,Confirmed,65610,149,8943,95,2706,3911,86,529,41,0,1192,476,1087,58,797,1175,540,1569,7908,30,0,35,86,796,12608,8,154,1977,1077,315,1278,149,5890,164,1921,4512,313,0,3035
14-Aug-20,2020-08-14,Recovered,56920,108,9779,32,2310,2800,15,199,31,0,790,245,1083,116,862,665,640,1304,6940,21,0,34,65,570,10484,4,59,1305,489,181,2078,42,5556,103,1210,3740,488,0,2572
14-Aug-20,2020-08-14,Deceased,989,2,97,1,6,16,0,13,0,0,11,2,15,0,7,15,11,10,104,0,0,0,0,16,364,0,0,10,25,4,13,0,117,2,9,55,4,0,60
15-Aug-20,2020-08-15,Confirmed,63986,120,8732,51,1057,3536,81,486,64,0,1276,369,1094,119,796,547,532,1608,8818,30,0,64,192,1019,12020,56,18,2496,1028,359,1287,68,5860,167,1863,4774,325,0,3074
15-Aug-20,2020-08-15,Recovered,53116,96,10414,21,1593,3368,27,189,72,0,1143,331,1015,81,591,503,734,803,6629,4,0,15,78,948,6844,9,123,1521,535,215,1357,38,5236,73,1912,3705,246,0,2647
15-Aug-20,2020-08-15,Deceased,952,0,87,0,7,15,0,4,0,0,10,5,19,0,10,5,7,7,114,1,0,0,0,13,322,0,0,9,40,0,16,0,127,4,10,58,4,0,58
16-Aug-20,2020-08-16,Confirmed,58096,93,8012,43,1317,2187,93,576,35,0,652,300,1120,163,743,552,449,1530,7040,39,0,82,179,1022,11111,64,54,2924,1165,378,1317,19,5950,127,1102,4357,235,0,3066
16-Aug-20,2020-08-16,Recovered,57404,98,10117,37,1929,3891,19,189,47,0,1310,287,959,88,662,566,267,1099,6680,49,0,79,194,685,8837,15,101,1550,568,219,1350,12,6019,63,1930,4201,352,0,2935
16-Aug-20,2020-08-16,Deceased,952,4,88,0,7,22,1,8,0,0,8,6,20,0,10,15,15,10,116,4,0,0,3,11,288,0,0,10,41,4,14,0,125,5,9,56,1,0,51
17-Aug-20,2020-08-17,Confirmed,54298,46,6780,40,2792,2525,114,404,27,0,787,355,1033,18,887,843,422,1725,6317,18,0,44,118,930,8493,12,61,2244,1489,297,1334,20,5890,143,894,3798,318,0,3080
17-Aug-20,2020-08-17,Recovered,58172,99,7866,85,1519,4140,46,363,49,0,740,283,1083,114,1009,601,353,1131,7071,12,0,4,102,987,11391,1,108,1503,749,184,1050,28,5667,135,2006,4376,385,0,2932
17-Aug-20,2020-08-17,Deceased,880,1,82,0,8,5,1,8,0,0,18,7,15,0,12,11,6,13,115,0,0,0,1,23,228,0,0,10,50,4,11,0,120,4,10,66,6,0,45
18-Aug-20,2020-08-18,Confirmed,64999,84,9652,134,2534,3257,89,808,51,0,1374,339,1126,61,896,1241,434,1758,7665,44,0,39,78,990,11119,26,65,2239,1705,367,1347,20,5709,205,1682,4218,468,0,3175
18-Aug-20,2020-08-18,Recovered,60455,96,9211,56,1560,4034,60,249,39,0,1146,298,1131,89,688,361,590,1365,8387,27,0,6,55,688,9356,7,134,1535,1582,282,1306,54,5850,118,2070,4799,239,0,2987
18-Aug-20,2020-08-18,Deceased,1099,1,88,0,6,16,0,8,0,0,12,5,20,0,7,10,13,6,139,3,0,0,1,13,422,0,0,9,36,9,11,1,121,3,8,70,6,0,55
19-Aug-20,2020-08-19,Confirmed,69196,75,9742,75,2116,2884,91,752,37,0,1398,342,1145,176,994,967,708,2333,8642,38,0,78,111,976,13165,45,38,2589,1683,356,1312,25,5795,236,1763,5076,264,0,3169
19-Aug-20,2020-08-19,Recovered,59365,108,8061,73,2054,3838,108,338,48,0,1320,357,1120,69,758,857,611,1217,7201,2,0,40,96,762,9011,5,42,1621,941,403,1003,34,6384,93,1789,5620,408,0,2973
19-Aug-20,2020-08-19,Deceased,979,0,86,0,10,10,1,6,0,0,9,8,17,2,10,13,11,7,126,1,0,0,0,18,346,0,0,10,22,6,12,1,116,3,8,53,14,0,53
20-Aug-20,2020-08-20,Confirmed,68518,76,9393,116,1735,2451,119,1052,34,0,1215,424,1175,127,996,638,683,1968,7385,29,0,126,49,1142,14647,14,25,2898,1741,540,1330,58,5986,190,1724,4824,411,0,3197
20-Aug-20,2020-08-20,Recovered,61873,109,8846,71,2772,3585,39,554,46,0,1059,350,1123,93,737,754,728,1217,6231,39,0,5,117,1065,12243,18,215,1641,334,322,1227,38,5742,68,1195,5863,301,0,3126
20-Aug-20,2020-08-20,Deceased,981,1,95,0,8,6,0,8,0,0,22,2,16,2,11,8,6,9,102,0,0,0,0,12,326,0,0,8,37,8,11,0,116,0,10,95,9,0,53
21-Aug-20,2020-08-21,Confirmed,68519,67,9544,60,1856,2461,116,873,53,0,1250,385,1204,190,1203,1258,654,1983,7571,56,0,57,124,1147,14161,21,36,2698,1503,302,1335,46,5995,256,1457,4905,447,0,3245
21-Aug-20,2020-08-21,Recovered,62858,106,8827,32,2476,3678,36,283,39,0,1082,477,1324,149,620,1052,580,1419,6561,13,0,19,259,987,11749,18,153,1927,856,300,1306,7,5764,86,1781,5567,243,0,3082
21-Aug-20,2020-08-21,Deceased,953,1,91,0,6,14,2,8,0,0,13,9,14,2,7,11,15,12,93,1,0,0,2,14,339,0,0,10,34,6,12,0,101,4,8,64,5,0,55
22-Aug-20,2020-08-22,Confirmed,70067,61,10276,97,1560,2238,145,704,40,0,1412,306,1212,167,1161,907,610,2172,7330,77,0,93,83,1226,14492,8,16,2819,1316,518,1310,45,5980,280,2474,5217,483,0,3232
22-Aug-20,2020-08-22,Recovered,59101,109,8593,103,2045,3531,45,372,50,0,1230,479,980,107,600,814,593,1292,7626,20,0,20,194,872,9241,1,92,1773,409,373,1648,37,5603,410,1768,4638,345,0,3088
22-Aug-20,2020-08-22,Deceased,918,0,97,0,7,13,0,10,0,0,14,5,14,4,12,13,15,15,93,2,0,1,2,21,297,0,1,9,45,8,11,0,80,1,7,70,3,0,48
23-Aug-20,2020-08-23,Confirmed,61749,52,7895,40,1272,2247,142,704,36,0,1450,209,1101,106,1096,1075,666,1908,5938,69,0,106,114,1263,10441,15,51,2993,1136,410,1345,22,5975,331,2384,5325,558,0,3274
23-Aug-20,2020-08-23,Recovered,56896,110,7449,69,3259,3082,21,537,42,0,1250,453,972,120,809,950,434,1110,4996,22,0,7,161,991,8157,38,128,2129,2226,350,1180,0,6047,121,1851,4318,459,0,3048
23-Aug-20,2020-08-23,Deceased,846,1,93,0,8,9,4,7,0,0,16,4,14,0,6,8,9,5,68,2,0,1,0,23,258,0,0,10,50,8,11,0,97,2,11,59,5,0,57
24-Aug-20,2020-08-24,Confirmed,59696,44,8601,49,1879,1227,117,1136,18,0,1061,139,1067,100,1074,940,428,1242,5851,51,0,59,116,1292,11015,0,28,2949,1505,337,1346,43,5967,200,1842,4601,405,0,2967
24-Aug-20,2020-08-24,Recovered,66305,129,8741,130,2190,2908,154,493,39,0,1200,437,1021,123,583,889,373,1238,8061,26,0,13,97,841,14219,2,102,2519,1829,285,1276,63,6129,159,1825,4494,432,0,3285
24-Aug-20,2020-08-24,Deceased,854,2,86,0,10,17,0,9,0,0,13,4,13,0,10,17,7,11,127,0,0,0,0,17,212,0,0,10,43,5,12,0,97,1,6,61,7,0,57
25-Aug-20,2020-08-25,Confirmed,66873,41,9927,100,1973,1444,174,1287,21,0,1544,392,1096,53,1148,1056,701,2375,8161,90,0,42,82,1379,10425,35,38,2752,1293,567,1370,29,5951,293,2579,5006,485,0,2964
25-Aug-20,2020-08-25,Recovered,64151,139,9419,81,1724,3169,67,308,33,0,1155,315,1011,164,1091,725,389,1456,6814,32,0,43,99,1079,12300,3,215,2545,788,331,1526,120,6998,73,1752,4647,289,0,3251
25-Aug-20,2020-08-25,Deceased,1066,2,92,0,8,17,3,15,0,0,17,9,20,1,10,12,14,10,148,1,0,0,2,19,329,0,0,9,49,8,13,0,107,6,9,72,6,0,58
26-Aug-20,2020-08-26,Confirmed,75995,40,10830,143,2179,2163,167,1209,22,0,1693,497,1197,167,1397,1137,704,2476,8580,31,0,32,141,1064,14888,14,26,3371,1513,504,1345,11,5958,329,3018,5640,535,0,2974
26-Aug-20,2020-08-26,Recovered,56191,78,8473,55,2148,2234,87,413,41,0,1154,287,1047,62,1117,736,599,1351,7249,31,0,42,17,936,7637,9,0,3343,1086,213,1453,22,5606,160,1060,3808,323,0,3314
26-Aug-20,2020-08-26,Deceased,1017,4,81,0,14,9,1,10,0,0,17,8,17,2,11,15,19,13,133,1,0,0,1,17,295,0,0,13,41,8,12,0,118,4,10,82,6,0,55
27-Aug-20,2020-08-27,Confirmed,76827,33,10621,78,2036,1860,188,1438,42,0,1840,456,1190,180,1293,1365,655,2406,9386,41,0,80,140,1317,14857,7,6,3384,1746,504,1345,56,5981,385,2795,5391,728,0,2997
27-Aug-20,2020-08-27,Recovered,59620,65,8528,58,2345,2931,177,462,56,0,1130,356,1193,198,1077,633,528,2067,7866,60,0,25,128,1207,9136,27,124,2510,741,275,1006,75,5870,123,872,4331,251,0,3189
27-Aug-20,2020-08-27,Deceased,1066,1,92,0,4,9,2,14,0,0,22,6,17,1,12,15,14,10,141,2,0,1,0,24,355,0,0,7,37,10,13,0,109,2,8,76,9,0,53
28-Aug-20,2020-08-28,Confirmed,76657,32,10526,112,2560,1998,160,1245,31,0,1808,523,1272,136,1298,1137,696,2543,8960,48,0,110,118,1252,14427,29,21,3682,1542,590,1355,34,5996,509,2932,5405,588,0,2982
28-Aug-20,2020-08-28,Recovered,64475,70,8463,88,1763,2749,130,502,47,0,1446,429,1050,141,1020,1019,651,2097,7464,74,0,59,100,943,11607,14,115,2503,2036,319,1448,33,5752,142,1580,4986,349,0,3286
28-Aug-20,2020-08-28,Deceased,1019,0,81,2,8,12,2,6,0,0,20,4,14,0,15,12,7,7,136,1,0,1,2,17,331,0,0,8,51,9,12,0,102,4,11,77,11,0,56
29-Aug-20,2020-08-29,Confirmed,78479,31,10548,132,2427,2087,261,1513,15,0,1954,547,1282,144,1391,1299,546,2397,8324,63,0,43,117,1442,16286,0,46,3252,1470,532,1407,26,6352,443,2751,5633,706,0,3012
29-Aug-20,2020-08-29,Recovered,64982,75,8976,45,1440,2629,141,709,29,0,1449,433,1111,117,1001,1078,648,2225,8110,31,0,77,129,1017,11541,70,58,2888,1083,431,938,11,6045,198,1675,4862,400,0,3312
29-Aug-20,2020-08-29,Deceased,943,2,82,0,3,5,0,11,0,0,15,3,13,1,9,9,7,6,115,4,0,0,1,22,328,0,0,14,41,12,13,0,87,5,9,62,11,0,53
30-Aug-20,2020-08-30,Confirmed,79461,23,10603,157,1980,2078,170,1346,32,0,2024,451,1272,164,1295,1323,786,2154,8852,35,0,60,152,1558,16408,5,71,3014,1678,571,1450,25,6495,447,2924,6175,664,0,3019
30-Aug-20,2020-08-30,Recovered,60422,67,9067,68,1417,2231,48,485,53,0,1249,457,1095,142,909,1232,490,1766,7101,12,0,14,53,1054,7690,5,109,2519,1656,457,2122,25,6406,195,1638,4802,480,0,3308
30-Aug-20,2020-08-30,Deceased,960,1,88,0,7,9,7,7,0,0,22,5,17,1,12,12,9,7,106,2,0,0,0,29,296,0,0,12,56,10,13,0,94,4,10,67,7,0,50
31-Aug-20,2020-08-31,Confirmed,68766,28,10004,78,3266,1324,191,1411,27,0,1358,414,1280,171,1450,3221,535,1530,6495,43,0,25,140,1532,11852,3,28,2602,1466,284,1466,25,5956,321,1873,4782,592,0,2993
31-Aug-20,2020-08-31,Recovered,64435,61,8772,63,1531,2267,135,686,39,0,1507,391,1025,65,1052,695,505,1693,7238,117,0,113,91,1190,11158,0,41,4053,1280,366,1719,5,6008,201,1849,4597,604,0,3318
31-Aug-20,2020-08-31,Deceased,816,1,85,0,10,6,4,8,0,0,18,9,14,3,7,7,9,7,113,0,0,0,0,20,184,0,0,10,49,7,13,0,91,5,9,63,12,0,52
01-Sep-20,2020-09-01,Confirmed,78168,28,10368,100,2684,1928,204,1884,19,0,2312,588,1310,139,1694,2177,525,1140,9058,52,0,72,130,1525,15765,1,53,3025,1516,355,1470,18,5928,509,2734,5343,571,0,2943
01-Sep-20,2020-09-01,Recovered,62145,67,9350,94,1434,2029,120,578,41,0,1050,273,1131,173,1163,1006,469,2111,5159,104,0,73,120,1335,10978,21,133,3484,1120,341,1312,12,6031,221,2325,4537,404,0,3346
01-Sep-20,2020-09-01,Deceased,1027,0,84,0,9,15,1,10,0,0,18,2,14,4,17,11,14,4,135,1,0,2,1,32,320,0,0,11,59,12,13,1,96,10,9,56,11,0,55
02-Sep-20,2020-09-02,Confirmed,82860,26,10392,148,3555,1969,239,2296,44,0,2509,636,1305,161,1792,1029,641,1547,9860,52,0,77,125,1424,17433,8,14,3219,1481,391,1511,34,5990,566,2892,5682,836,0,2976
02-Sep-20,2020-09-02,Recovered,67874,44,8454,96,1834,1803,119,653,17,0,1858,209,1141,69,1040,1598,595,2129,6287,29,0,83,157,1132,13959,49,22,3303,1595,293,2550,23,5891,193,2240,4687,425,0,3297
02-Sep-20,2020-09-02,Deceased,1026,1,72,0,8,13,2,12,0,0,19,10,12,1,15,10,15,7,113,0,0,1,0,27,292,0,0,11,106,13,12,0,98,5,10,74,11,0,56
03-Sep-20,2020-09-03,Confirmed,84156,37,10199,214,3054,1922,276,2284,29,0,2737,713,1325,199,1881,1618,1079,1553,8865,55,0,109,102,1672,18105,20,49,3631,1526,424,1553,34,5892,590,2817,5662,946,0,2984
03-Sep-20,2020-09-03,Recovered,67491,65,9499,92,1971,1572,213,730,20,0,1528,302,1126,98,1014,1139,680,1950,7122,32,0,75,167,1091,13988,10,101,3278,1529,311,546,44,6110,186,2611,4448,508,0,3335
03-Sep-20,2020-09-03,Deceased,1083,1,75,1,7,6,4,16,0,0,19,8,16,5,19,6,11,10,104,0,0,0,3,30,391,0,0,8,72,7,14,1,92,8,10,75,9,0,55
04-Sep-20,2020-09-04,Confirmed,87115,34,10776,201,2891,1978,203,2667,51,0,2914,508,1320,215,1884,1559,1047,2479,9280,95,0,108,90,1658,19218,6,41,3267,1498,591,1570,105,5976,524,2478,6074,831,0,2978
04-Sep-20,2020-09-04,Recovered,69625,40,12334,113,2020,1435,222,658,43,0,1751,386,1218,107,1282,1157,676,2716,6161,46,0,75,125,1042,13289,12,37,2980,1272,395,679,17,6334,179,2011,5006,502,0,3305
04-Sep-20,2020-09-04,Deceased,1066,1,76,0,15,13,5,22,0,0,13,8,14,2,19,3,12,11,116,0,0,1,3,30,378,0,0,9,49,20,13,0,79,3,10,71,12,0,58
05-Sep-20,2020-09-05,Confirmed,90600,35,10825,139,2698,1727,234,2529,21,0,2973,592,1311,188,2289,1758,1251,2655,9746,61,0,182,184,1636,20800,16,21,3543,1514,394,1566,58,5870,691,2511,6590,950,0,3042
05-Sep-20,2020-09-05,Recovered,73161,41,11941,101,2343,1965,185,879,28,0,1920,534,1148,21,1409,2287,489,2111,9102,42,0,59,76,1392,10801,32,68,3443,1306,433,1346,26,5859,271,2579,5141,535,0,3248
05-Sep-20,2020-09-05,Deceased,1044,1,71,0,7,9,1,19,0,0,25,9,16,4,22,15,15,11,128,0,0,1,1,30,312,0,0,7,69,18,14,0,64,7,11,81,18,0,58
06-Sep-20,2020-09-06,Confirmed,91725,40,10794,86,1537,1797,261,2100,38,0,3256,374,1335,397,2277,1266,1316,3082,9319,40,0,89,139,1694,23350,31,50,3810,1946,466,1593,9,5783,603,2574,6518,668,0,3087
06-Sep-20,2020-09-06,Recovered,69630,47,11915,91,1763,1924,149,711,27,0,2188,558,1212,197,1471,1854,403,2196,9575,24,0,29,189,1238,7826,19,77,2590,1606,525,1616,24,5820,262,2927,4779,591,0,3207
06-Sep-20,2020-09-06,Deceased,1005,0,70,0,8,4,2,24,0,0,29,7,14,1,25,7,14,10,95,0,0,1,2,29,328,0,0,8,54,16,15,0,85,8,9,77,11,0,52
07-Sep-20,2020-09-07,Confirmed,75015,27,8368,180,2785,1369,232,2017,15,0,2077,344,1330,245,2224,1557,1013,1648,5773,28,0,29,84,1885,16429,21,42,3861,2110,284,1580,29,5776,399,1802,5568,807,0,3077
07-Sep-20,2020-09-07,Recovered,74116,46,10055,124,2250,1845,295,979,20,0,2411,588,1276,221,1560,1366,433,2246,7897,60,0,4,194,1022,14922,0,178,3034,1565,503,1566,25,5930,303,2711,4993,473,0,3021
07-Sep-20,2020-09-07,Deceased,1129,0,70,0,10,7,3,15,0,0,32,9,15,1,23,13,17,12,141,0,0,1,0,17,423,0,0,10,61,11,14,0,89,5,9,56,7,0,58
08-Sep-20,2020-09-08,Confirmed,89855,33,10601,221,2578,1667,377,2834,27,0,3609,457,1295,171,2286,2676,1355,3026,7866,38,0,42,96,1864,20131,9,25,3490,1964,433,1590,19,5684,628,2392,6622,658,0,3091
08-Sep-20,2020-09-08,Recovered,74608,38,11691,127,2166,1944,226,615,32,0,1756,448,1445,85,1704,1812,491,1862,7803,77,0,156,126,1600,13234,13,54,2787,2307,446,1445,17,6599,294,2346,5439,427,0,2996
08-Sep-20,2020-09-08,Deceased,1107,0,73,1,8,4,1,12,0,0,19,11,13,4,25,14,14,13,146,0,0,0,1,20,380,0,0,13,67,12,13,2,87,3,11,71,12,0,57
09-Sep-20,2020-09-09,Confirmed,95536,34,10418,144,2243,1498,332,2818,26,0,4039,621,1329,316,2294,1601,1617,3402,9540,40,0,121,160,1869,23577,69,130,3748,2137,335,1610,31,5584,582,2479,6568,1117,0,3107
09-Sep-20,2020-09-09,Recovered,73062,43,9842,183,2265,1702,180,1146,24,0,2623,281,1336,142,1828,1297,620,2058,6860,41,0,107,64,1341,13906,5,48,3110,1231,386,1578,16,6516,311,2485,5731,789,0,2967
09-Sep-20,2020-09-09,Deceased,1168,1,74,0,18,10,2,70,0,0,20,6,16,3,28,16,17,12,128,0,0,2,1,31,380,0,0,11,71,10,14,0,78,9,10,65,12,0,53
10-Sep-20,2020-09-10,Confirmed,96762,39,10175,127,2739,1543,283,2748,28,0,4308,639,1332,319,2591,1182,1592,3349,9217,35,0,99,108,2187,23446,141,261,3991,2459,452,1640,20,5528,535,2534,6988,1015,0,3112
10-Sep-20,2020-09-10,Recovered,70904,43,10040,99,2197,1480,191,1917,29,0,2637,436,1415,80,1562,1456,344,1657,7021,37,0,19,245,1435,14253,0,5,2706,1348,422,1032,41,6185,340,2071,4605,521,0,3035
10-Sep-20,2020-09-10,Deceased,1213,0,68,0,18,10,3,16,0,0,28,6,15,3,25,5,13,12,129,1,0,1,4,21,495,0,0,11,88,6,14,0,64,6,11,94,5,0,41
11-Sep-20,2020-09-11,Confirmed,97655,29,9999,153,2534,1710,305,2963,25,0,4266,555,1344,318,2388,961,1578,2988,9464,51,0,151,109,2240,24886,20,310,3996,2473,490,1660,17,5519,559,2426,7016,995,0,3157
11-Sep-20,2020-09-11,Recovered,81456,36,11069,121,2628,2187,269,1268,39,0,2754,473,1240,158,1820,1213,474,1326,12545,21,0,47,209,1651,14308,40,10,4061,1402,394,1488,16,6006,262,2324,5936,645,0,3016
11-Sep-20,2020-09-11,Deceased,1202,0,77,1,16,12,3,25,0,0,21,8,16,5,25,15,9,14,130,2,0,4,0,30,442,0,0,14,63,12,15,4,77,5,13,76,11,0,57
12-Sep-20,2020-09-12,Confirmed,94414,27,9901,136,2132,1421,250,3120,29,0,4321,740,1365,445,2783,1420,1698,2885,9140,66,0,168,152,2347,22084,26,118,3777,2441,419,1669,29,5495,470,2278,6786,1115,0,3161
12-Sep-20,2020-09-12,Recovered,77862,45,10292,127,2553,1700,264,855,30,0,3141,511,1335,123,2188,1746,596,1944,9557,27,0,131,100,1462,13489,33,31,3217,2077,445,932,17,6227,479,2458,6085,603,0,3042
12-Sep-20,2020-09-12,Deceased,1111,0,67,0,23,11,6,21,0,0,28,10,15,2,24,10,10,15,94,1,0,1,1,37,391,0,0,11,76,5,14,2,76,10,10,67,14,0,59
13-Sep-20,2020-09-13,Confirmed,93220,25,9536,160,1292,1523,449,2228,20,0,4235,407,1326,326,2526,1014,1686,3139,9894,51,0,109,144,2281,22543,35,19,3913,2622,388,1703,31,5693,629,2216,6205,1637,0,3215
13-Sep-20,2020-09-13,Recovered,77748,41,10131,126,2251,1895,306,3953,44,0,3403,553,1205,152,1874,1509,452,1855,8402,22,0,55,89,1600,11549,7,61,3363,2151,342,1616,2,5717,398,2603,5958,1009,0,3054
13-Sep-20,2020-09-13,Deceased,1140,0,66,0,16,14,1,16,0,0,29,4,15,4,19,13,14,14,104,1,0,1,1,34,416,0,0,10,68,15,15,3,74,12,11,80,12,0,58
14-Sep-20,2020-09-14,Confirmed,81913,11,7956,176,2403,1137,254,3336,24,0,3229,306,1334,368,2488,1263,1229,2540,8244,74,0,139,96,2483,17066,14,131,4198,2421,393,1730,33,5752,255,1417,5159,1043,0,3211
14-Sep-20,2020-09-14,Recovered,79213,35,9764,152,1918,1966,130,1178,30,0,3374,519,1255,68,2125,1529,644,2110,8865,39,0,76,149,1713,15789,89,14,3382,1448,457,1644,16,5799,404,2479,5932,1037,0,3084
14-Sep-20,2020-09-14,Deceased,1054,1,60,1,13,9,5,18,0,0,26,14,17,5,25,6,17,15,119,1,0,2,0,29,363,0,0,11,67,9,14,0,53,6,13,62,15,0,58
15-Sep-20,2020-09-15,Confirmed,91098,17,8846,169,2409,1575,347,3450,18,0,4263,613,1349,412,2493,1702,1329,3216,7576,80,0,174,239,2323,20482,40,15,3645,2382,375,1760,54,5697,531,2058,6841,1391,0,3227
15-Sep-20,2020-09-15,Recovered,82849,40,9628,127,1848,1514,202,1129,32,0,3131,446,1444,250,2454,1638,681,2532,7406,42,0,39,78,1902,19423,3,30,3714,1830,495,1711,169,5735,389,2180,6680,1008,0,2919
